car_id,fuelType,rating,renterTripsTaken,reviewCount,owner.id,vehicle.make,vehicle.model,vehicle.type,vehicle.year
4712,GASOLINE,5.0,70,64,8198146,Ford,Mustang,car,2018
4713,GASOLINE,4.61,19,18,6574926,Dodge,Durango,suv,2013
4714,GASOLINE,5.0,1,1,323561,Chevrolet,Silverado 1500,truck,2012
4715,GASOLINE,4.59,42,32,2931650,Dodge,Grand Caravan,minivan,2012
4716,GASOLINE,4.97,39,37,5764964,Chrysler,Pacifica,minivan,2017
4717,GASOLINE,4.78,20,18,11082850,Toyota,Corolla,car,2020
4718,GASOLINE,5.0,1,1,10413560,Honda,CR-V,suv,2008
4719,GASOLINE,4.88,60,52,3140152,Ford,Fusion,car,2017
4720,GASOLINE,4.77,77,65,4793078,Nissan,Murano,suv,2010
4721,GASOLINE,,0,0,4913720,Volkswagen,Jetta,car,2019
4722,GASOLINE,5.0,21,17,10413560,Kia,Spectra,car,2009
4723,GASOLINE,4.85,36,33,8198146,Kia,Sedona,minivan,2015
4724,GASOLINE,5.0,2,1,449556,Lincoln,MKZ,car,2014
4725,GASOLINE,4.83,7,6,6993507,Toyota,Corolla,car,2016
4726,GASOLINE,4.97,74,67,3140152,Nissan,Sentra,car,2017
4727,GASOLINE,4.65,25,23,6993507,Hyundai,Sonata,car,2013
4728,GASOLINE,5.0,6,6,3158815,Honda,CR-V,suv,2018
4729,GASOLINE,4.96,50,45,6598076,Ford,Mustang,car,2015
4730,GASOLINE,4.95,53,40,3140152,Ford,Focus,car,2016
4731,GASOLINE,4.91,34,32,3886105,Chevrolet,Equinox,suv,2015
4732,GASOLINE,4.98,69,60,5764964,Volkswagen,Tiguan,suv,2018
4733,GASOLINE,5.0,12,10,6598076,Jaguar,XF,car,2013
4734,GASOLINE,4.82,12,11,3886105,Ford,Fusion,car,2015
4735,GASOLINE,,0,0,3886105,Ford,Fusion,car,2013
4736,GASOLINE,4.98,69,59,3158815,Hyundai,Elantra,car,2019
4737,GASOLINE,4.94,72,65,3158815,Hyundai,Elantra,car,2019
4738,GASOLINE,5.0,2,2,449556,Nissan,Altima,car,2015
4739,GASOLINE,5.0,6,4,6993507,Nissan,Altima,car,2013
4740,GASOLINE,5.0,45,41,5764964,Volkswagen,Jetta,car,2016
4741,GASOLINE,4.86,7,7,3886105,Kia,Optima,car,2012
4742,GASOLINE,5.0,47,41,8198146,Kia,Soul,car,2018
4743,GASOLINE,4.95,50,41,8198146,Mitsubishi,Outlander,suv,2017
4744,GASOLINE,4.56,12,9,11481835,Jeep,Cherokee,suv,2015
4745,GASOLINE,4.87,51,38,6993507,Hyundai,Sonata,car,2010
4746,GASOLINE,4.5,16,12,449556,Nissan,Altima,car,2011
4747,GASOLINE,5.0,11,10,8198146,Hyundai,Elantra,car,2020
4748,GASOLINE,4.79,21,14,449556,Nissan,Versa,car,2019
4749,GASOLINE,4.86,10,7,449556,Nissan,Versa,car,2015
4750,GASOLINE,5.0,13,13,6598076,FIAT,500,car,2012
4751,GASOLINE,4.93,72,59,5764964,Hyundai,Accent,car,2018
4752,GASOLINE,4.87,34,31,10219920,Hyundai,Accent,car,2017
4753,GASOLINE,4.42,14,12,449556,Chevrolet,Aveo,car,2011
4754,GASOLINE,4.95,76,66,2661711,Chevrolet,Corvette,car,2017
4755,ELECTRIC,4.83,32,30,254719,Tesla,Model S,car,2013
4756,GASOLINE,5.0,30,28,8316833,Jaguar,F-TYPE,car,2020
4757,GASOLINE,4.96,192,163,6630342,Porsche,718 Boxster,car,2017
4758,GASOLINE,5.0,17,16,9996905,Mazda,MX-5 Miata,car,2017
4759,GASOLINE,4.97,173,152,4993965,Honda,Accord,car,2009
4760,HYBRID,5.0,1,1,14677849,Chevrolet,Volt,car,2013
4761,GASOLINE,4.9,122,109,487015,BMW,Z4,car,2011
4762,GASOLINE,4.98,135,121,6630342,Porsche,911,car,2013
4763,GASOLINE,4.78,70,63,487015,Land Rover,Range Rover Sport,suv,2014
4764,GASOLINE,4.94,172,145,487015,Ford,Mustang,car,2016
4765,GASOLINE,4.96,99,82,487015,BMW,4 Series,car,2014
4766,HYBRID,4.67,9,9,431467,Honda,Accord Hybrid,car,2015
4767,ELECTRIC,4.77,14,13,5671513,Tesla,Model S,car,2017
4768,GASOLINE,4.92,89,77,487015,BMW,2 Series,car,2014
4769,GASOLINE,4.99,292,225,117750,BMW,Z4,car,2011
4770,ELECTRIC,4.99,88,80,2036735,Tesla,Model X,suv,2016
4771,GASOLINE,4.82,37,33,7492380,Volkswagen,Jetta,car,2019
4772,ELECTRIC,4.95,20,19,5105,Tesla,Model S,car,2017
4773,GASOLINE,4.92,159,135,487015,BMW,3 Series,car,2014
4774,GASOLINE,4.74,28,23,11857825,Nissan,Versa,car,2015
4775,GASOLINE,4.98,55,48,1122675,Porsche,718 Boxster,car,2017
4776,GASOLINE,4.96,28,25,11857825,Volkswagen,Passat,car,2014
4777,GASOLINE,4.82,112,96,487015,BMW,3 Series,car,2015
4778,GASOLINE,4.99,101,95,4351833,Chevrolet,Corvette Stingray,car,2014
4779,GASOLINE,4.97,179,154,1122675,Porsche,718 Boxster,car,2017
4780,GASOLINE,4.98,163,141,1122675,Porsche,911,car,2013
4781,GASOLINE,5.0,12,9,11857825,Kia,Forte,car,2011
4782,GASOLINE,,1,0,11857825,BMW,3 Series,car,2014
4783,GASOLINE,4.95,108,97,1122675,Porsche,911,car,2017
4784,ELECTRIC,4.94,62,51,9474186,Tesla,Model 3,car,2018
4785,GASOLINE,4.84,111,89,487015,Jeep,Grand Cherokee,suv,2014
4786,GASOLINE,5.0,13,12,6335822,Mazda,MX-5 Miata,car,2016
4787,ELECTRIC,4.89,67,57,845680,Tesla,Model 3,car,2018
4788,ELECTRIC,5.0,60,58,8490197,Tesla,Model 3,car,2018
4789,GASOLINE,4.87,128,108,487015,Jeep,Wrangler,suv,2015
4790,HYBRID,4.9,132,109,4993965,Honda,Civic,car,2008
4791,GASOLINE,4.8,18,15,4993965,Toyota,Yaris,car,2009
4792,ELECTRIC,4.91,325,248,5207578,Tesla,Model 3,car,2017
4793,GASOLINE,,0,0,7973567,BMW,5 Series,car,2014
4794,GASOLINE,5.0,25,24,487015,Jeep,Grand Cherokee,suv,2015
4795,GASOLINE,4.87,78,67,4993965,Honda,Civic,car,2008
4796,GASOLINE,,0,0,11584909,Mercedes-Benz,S-Class,car,2018
4797,ELECTRIC,4.94,83,70,1682069,Tesla,Model S,car,2015
4798,ELECTRIC,4.47,25,19,2132981,Tesla,Model S,car,2013
4799,GASOLINE,5.0,9,8,5318280,Infiniti,QX60,suv,2016
4800,GASOLINE,4.92,44,39,1122675,Porsche,Macan,suv,2015
4801,GASOLINE,4.94,20,18,1421068,Toyota,4Runner,suv,2019
4802,GASOLINE,5.0,90,77,1122675,Porsche,Macan,suv,2015
4803,GASOLINE,4.95,131,113,1122675,Porsche,Macan,suv,2015
4804,GASOLINE,5.0,5,5,14956396,Nissan,370Z,car,2013
4805,GASOLINE,4.83,50,48,1122675,Porsche,Cayenne,suv,2016
4806,GASOLINE,4.86,41,37,1122675,Porsche,Macan,suv,2017
4807,GASOLINE,4.9,31,30,4351833,Audi,R8,car,2011
4808,HYBRID,4.8,19,15,3955019,Ford,Fusion Energi,car,2017
4809,GASOLINE,4.98,56,51,4911711,Mercedes-Benz,C-Class,car,2018
4810,GASOLINE,4.89,57,53,1122675,Porsche,Cayenne,suv,2016
4811,GASOLINE,4.56,33,16,1326611,Toyota,Yaris,car,2015
4812,HYBRID,4.84,83,62,5207578,Toyota,Prius Prime,car,2017
4813,GASOLINE,4.88,12,8,2495397,Mercedes-Benz,GLE-Class,suv,2016
4814,GASOLINE,,1,0,14833905,Ford,Mustang,car,2018
4815,ELECTRIC,4.97,40,35,3883774,Tesla,Model X,suv,2017
4816,HYBRID,4.94,87,70,5361818,Toyota,Prius,car,2016
4817,GASOLINE,5.0,3,3,11072470,BMW,X3,suv,2017
4818,ELECTRIC,4.93,116,102,1561528,Tesla,Model S,car,2017
4819,GASOLINE,5.0,55,49,91105,Jaguar,F-TYPE,car,2018
4820,GASOLINE,4.68,49,38,519460,GMC,Acadia,suv,2010
4821,GASOLINE,5.0,37,33,4351833,Porsche,911,car,2013
4822,ELECTRIC,5.0,7,6,658808,Tesla,Model 3,car,2018
4823,GASOLINE,5.0,12,10,8579071,Honda,Odyssey,minivan,2015
4824,GASOLINE,5.0,1,1,11584909,Mercedes-Benz,S-Class,car,2016
4825,GASOLINE,5.0,9,8,10905691,BMW,4 Series,car,2018
4826,ELECTRIC,5.0,12,9,9474186,Tesla,Model 3,car,2019
4827,GASOLINE,4.71,35,21,5207578,Dodge,Grand Caravan,minivan,2015
4828,GASOLINE,5.0,1,1,10880232,Toyota,Tundra,truck,2017
4829,GASOLINE,5.0,24,13,85053,Ferrari,California,car,2012
4830,ELECTRIC,4.97,48,38,1561528,Tesla,Model 3,car,2018
4831,ELECTRIC,,0,0,15669245,Tesla,Model 3,car,2020
4832,GASOLINE,,0,0,1915471,Jeep,Wrangler,suv,2018
4833,GASOLINE,5.0,11,11,14348234,Lincoln,MKC,suv,2015
4834,GASOLINE,5.0,3,1,9179533,Chevrolet,HHR,car,2010
4835,GASOLINE,,0,0,15366583,Toyota,Tundra,truck,2011
4836,GASOLINE,5.0,7,7,2051239,Jeep,Wrangler,suv,2009
4837,ELECTRIC,4.97,36,34,10927183,Tesla,Model S,car,2017
4838,GASOLINE,5.0,2,2,1920261,Honda,Odyssey,minivan,2008
4839,GASOLINE,5.0,5,5,4631371,Audi,S5,car,2018
4840,GASOLINE,5.0,28,27,5669087,Infiniti,QX60,suv,2016
4841,GASOLINE,5.0,7,7,12716289,Mazda,MX-5 Miata,car,2016
4842,ELECTRIC,5.0,12,12,12716289,Tesla,Model 3,car,2017
4843,ELECTRIC,5.0,11,8,7794282,Tesla,Model S,car,2013
4844,GASOLINE,5.0,5,5,1648803,Mercedes-Benz,CLA-Class,car,2018
4845,HYBRID,,0,0,7034848,Toyota,Prius,car,2014
4846,GASOLINE,5.0,5,4,1386018,Audi,S5,car,2018
4847,GASOLINE,4.96,35,26,703007,Jeep,Wrangler JK,suv,2018
4848,GASOLINE,5.0,23,19,13709948,Porsche,718 Boxster,car,2017
4849,ELECTRIC,5.0,16,15,287294,Chevrolet,Bolt EV,car,2017
4850,GASOLINE,4.8,6,5,4706302,BMW,X5,suv,2019
4851,GASOLINE,4.93,32,29,8903606,Chevrolet,Suburban,suv,2013
4852,ELECTRIC,5.0,4,3,10595190,Tesla,Model S,car,2018
4853,HYBRID,5.0,18,14,1095222,Toyota,Prius Prime,car,2017
4854,HYBRID,4.9,92,73,785391,Toyota,Prius Prime,car,2017
4855,ELECTRIC,5.0,45,42,10021197,Tesla,Model 3,car,2018
4856,ELECTRIC,5.0,6,5,14941319,Tesla,Model 3,car,2020
4857,GASOLINE,5.0,27,20,5669087,Toyota,RAV4,suv,2015
4858,GASOLINE,5.0,14,12,13709948,Porsche,Boxster,car,2013
4859,ELECTRIC,5.0,21,21,416137,Tesla,Model 3,car,2018
4860,ELECTRIC,5.0,9,8,3979917,Tesla,Model 3,car,2019
4861,GASOLINE,5.0,11,9,1133759,Maserati,Ghibli,car,2017
4862,,5.0,7,4,3163110,Tesla,Model 3,car,2018
4863,,5.0,4,3,8903606,Polaris,Slingshot,car,2016
4864,GASOLINE,,1,0,10364754,Audi,Q7,suv,2014
4865,HYBRID,5.0,14,13,3898612,Toyota,Prius Prime,car,2019
4866,GASOLINE,5.0,51,49,6657159,Jaguar,F-TYPE,car,2014
4867,ELECTRIC,5.0,1,1,15463512,Tesla,Model 3,car,2020
4868,ELECTRIC,4.97,32,30,313105,Tesla,Model X,suv,2017
4869,GASOLINE,5.0,29,28,1095222,Honda,Odyssey,minivan,2019
4870,,4.87,20,15,3163110,Tesla,Model 3,car,2019
4871,GASOLINE,5.0,27,26,11587588,Audi,RS 3,car,2018
4872,ELECTRIC,5.0,10,8,4302068,Tesla,Model S,car,2014
4873,GASOLINE,5.0,1,1,14390945,BMW,M4,car,2016
4874,GASOLINE,5.0,14,12,177704,BMW,3 Series,car,2011
4875,GASOLINE,5.0,4,4,10146724,Porsche,718 Cayman,car,2018
4876,,4.4,8,5,3163110,Tesla,Model 3,car,2019
4877,GASOLINE,4.75,64,53,2495397,INFINITI,Q50,car,2018
4878,GASOLINE,5.0,3,2,4631371,BMW,X3,suv,2014
4879,ELECTRIC,5.0,64,55,313105,Tesla,Model 3,car,2018
4880,GASOLINE,5.0,37,31,333431,Chevrolet,Corvette Stingray,car,2014
4881,GASOLINE,4.78,41,27,785391,BMW,3 Series,car,2016
4882,GASOLINE,5.0,7,5,7985834,Jeep,Wrangler Unlimited,suv,2019
4883,GASOLINE,4.93,88,74,861192,Porsche,911,car,2014
4884,GASOLINE,4.85,47,39,5529694,BMW,3 Series,car,2009
4885,GASOLINE,4.92,96,85,7440180,Honda,Odyssey,minivan,2015
4886,,4.5,14,8,3163110,Tesla,Model 3,car,2019
4887,GASOLINE,4.93,65,57,7985834,Mercedes-Benz,C-Class,car,2009
4888,GASOLINE,5.0,26,24,8283760,Mercedes-Benz,SLK-Class,car,2012
4889,GASOLINE,5.0,21,19,8826386,Jeep,Wrangler Unlimited,suv,2019
4890,GASOLINE,5.0,44,38,8709542,Lexus,RX 350,suv,2010
4891,GASOLINE,4.8,29,20,171725,Ford,Mustang,car,2010
4892,GASOLINE,5.0,4,3,3979917,Porsche,Cayenne,suv,2014
4893,ELECTRIC,,0,0,3380390,Tesla,Model 3,car,2020
4894,GASOLINE,5.0,18,14,5529694,BMW,X5,suv,2008
4895,GASOLINE,,0,0,2624546,Chevrolet,Corvette,car,2020
4896,GASOLINE,4.83,65,47,1095222,Honda,Civic,car,2012
4897,GASOLINE,5.0,59,51,6044994,BMW,M4,car,2018
4898,GASOLINE,4.97,33,29,1352583,Mazda,3,car,2018
4899,GASOLINE,4.84,63,51,1095222,Honda,Odyssey,minivan,2014
4900,GASOLINE,4.91,46,44,7440180,Honda,Odyssey,minivan,2019
4901,GASOLINE,4.84,22,19,13709948,Ford,Mustang,car,2017
4902,GASOLINE,4.78,10,9,3540258,Ferrari,California,car,2012
4903,ELECTRIC,,0,0,6388778,Tesla,Model 3,car,2018
4904,GASOLINE,4.92,66,49,1095222,Honda,Odyssey,minivan,2013
4905,GASOLINE,4.99,111,109,6326436,Subaru,WRX,car,2018
4906,HYBRID,4.93,44,30,1095222,Toyota,Prius,car,2016
4907,GASOLINE,4.94,73,66,6326436,Subaru,Ascent,suv,2019
4908,GASOLINE,5.0,13,8,1133759,BMW,4 Series,car,2015
4909,GASOLINE,5.0,1,1,10146724,Land Rover,Discovery Sport,suv,2016
4910,ELECTRIC,4.96,35,26,666668,Tesla,Model 3,car,2019
4911,ELECTRIC,4.94,38,32,666668,Tesla,Model 3,car,2018
4912,ELECTRIC,4.83,132,105,1006571,Tesla,Model X,suv,2017
4913,GASOLINE,4.91,11,11,8826386,Audi,A3,car,2016
4914,HYBRID,,2,0,7440180,Toyota,Highlander Hybrid,suv,2020
4915,ELECTRIC,5.0,1,1,169205,FIAT,500e,car,2017
4916,GASOLINE,5.0,8,8,14408517,BMW,4 Series Gran Coupe,car,2016
4917,GASOLINE,5.0,5,5,10443605,Mercedes-Benz,GL-Class,suv,2014
4918,GASOLINE,4.92,46,37,785391,Acura,ILX,car,2013
4919,GASOLINE,5.0,3,3,8441720,BMW,M3,car,2016
4920,GASOLINE,5.0,20,16,299942,BMW,4 Series,car,2018
4921,,4.98,75,65,3141071,Tesla,Model 3,car,2018
4922,GASOLINE,4.94,42,35,666668,BMW,4 Series,car,2018
4923,GASOLINE,5.0,6,6,5930685,Porsche,Boxster,car,2014
4924,GASOLINE,5.0,47,42,5529694,BMW,3 Series,car,2008
4925,GASOLINE,4.94,41,34,5529694,BMW,3 Series,car,2007
4926,GASOLINE,5.0,1,1,1472763,Audi,S4,car,2012
4927,ELECTRIC,5.0,1,1,4151001,Tesla,Model 3,car,2018
4928,GASOLINE,4.92,106,87,785391,Toyota,Sienna,minivan,2011
4929,GASOLINE,4.96,54,45,7440180,Toyota,Highlander,suv,2010
4930,GASOLINE,5.0,1,1,14657446,Chevrolet,Tahoe,suv,2016
4931,GASOLINE,4.94,42,35,5529694,BMW,X3,suv,2008
4932,GASOLINE,4.98,98,89,7972558,Ford,Mustang,car,2014
4933,GASOLINE,5.0,6,3,10806906,Volvo,XC90,suv,2018
4934,ELECTRIC,,1,0,11796885,Tesla,Model 3,car,2019
4935,GASOLINE,4.98,46,45,10021197,Dodge,Challenger,car,2016
4936,GASOLINE,5.0,2,2,516526,BMW,M6,car,2007
4937,GASOLINE,4.93,37,29,912355,Jeep,Renegade,suv,2017
4938,GASOLINE,,0,0,15477698,Mercedes-Benz,GLE-Class Coupe,suv,2017
4939,GASOLINE,4.89,95,81,666668,Mercedes-Benz,SLK-Class,car,2015
4940,GASOLINE,4.5,8,8,15334925,Subaru,Outback,suv,2018
4941,ELECTRIC,5.0,59,56,5101775,Tesla,Model 3,car,2018
4942,GASOLINE,4.8,6,5,15334925,Ford,Escape,suv,2013
4943,ELECTRIC,5.0,11,10,928293,Tesla,Model S,car,2016
4944,GASOLINE,4.97,40,35,3047996,Dodge,Challenger,car,2018
4945,GASOLINE,5.0,19,16,4093629,Porsche,Panamera,car,2018
4946,DIESEL,4.98,61,57,1792640,Volkswagen,Jetta,car,2012
4947,ELECTRIC,5.0,56,53,5101775,Tesla,Model S,car,2015
4948,HYBRID,5.0,21,19,7902523,Toyota,Prius v,car,2013
4949,HYBRID,5.0,1,1,15649383,Ford,Fusion Hybrid,car,2018
4950,ELECTRIC,5.0,10,9,5575852,Tesla,Model 3,car,2019
4951,GASOLINE,5.0,18,15,11306288,Honda,Pilot,suv,2013
4952,GASOLINE,5.0,15,15,9589027,Audi,A4,car,2011
4953,GASOLINE,5.0,7,6,9982770,Toyota,Corolla,car,2015
4954,GASOLINE,5.0,28,28,9221275,Jeep,Grand Cherokee,suv,2016
4955,ELECTRIC,4.95,49,44,642492,Tesla,Model 3,car,2019
4956,ELECTRIC,5.0,22,20,8538138,Tesla,Model S,car,2016
4957,GASOLINE,4.91,13,11,3396013,GMC,Yukon XL,suv,2009
4958,ELECTRIC,5.0,20,18,11451142,Tesla,Model 3,car,2019
4959,GASOLINE,4.95,23,20,10677949,Ford,F-150,truck,2014
4960,GASOLINE,5.0,8,5,7902523,Dodge,Grand Caravan,minivan,2018
4961,GASOLINE,5.0,34,31,4425885,Toyota,Tundra,truck,2018
4962,GASOLINE,5.0,42,42,1792640,Toyota,Sienna,minivan,2008
4963,GASOLINE,5.0,5,4,14903235,Lexus,GX 460,suv,2017
4964,GASOLINE,5.0,22,18,5575852,Infiniti,QX60,suv,2015
4965,GASOLINE,5.0,5,5,1985680,Audi,RS 5,car,2013
4966,GASOLINE,5.0,9,7,4325673,Audi,Q7,suv,2015
4967,GASOLINE,5.0,3,3,3084401,Ford,F-150,truck,2016
4968,GASOLINE,5.0,1,1,2450744,Chevrolet,Suburban,suv,2017
4969,GASOLINE,4.93,15,15,4395586,Jeep,Wrangler,suv,2014
4970,ELECTRIC,5.0,4,3,5101775,Tesla,Model Y,suv,2020
4971,ELECTRIC,5.0,11,9,5348628,Tesla,Model 3,car,2018
4972,ELECTRIC,5.0,3,2,397761,Tesla,Model Y,suv,2020
4973,GASOLINE,5.0,4,4,10648568,Toyota,Highlander,suv,2017
4974,GASOLINE,5.0,20,17,1792640,Kia,Sedona,minivan,2016
4975,GASOLINE,5.0,63,57,7791670,Jeep,Wrangler,suv,2018
4976,GASOLINE,5.0,7,7,10648568,Subaru,Legacy,car,2012
4977,GASOLINE,4.91,40,35,3270775,Honda,Odyssey,minivan,2009
4978,GASOLINE,5.0,8,8,2450744,Ford,Explorer,suv,2017
4979,ELECTRIC,5.0,9,9,11681346,Tesla,Model 3,car,2019
4980,GASOLINE,5.0,18,17,4395586,Jeep,Wrangler,suv,2014
4981,GASOLINE,4.92,45,39,7507434,Kia,Sedona,minivan,2016
4982,GASOLINE,4.95,43,37,10328194,Honda,Pilot,suv,2007
4983,GASOLINE,5.0,2,1,8538138,Land Rover,Range Rover Sport,suv,2014
4984,GASOLINE,5.0,19,16,9673004,Jeep,Wrangler,suv,2016
4985,GASOLINE,5.0,6,4,4426010,Chevrolet,Suburban,suv,2016
4986,ELECTRIC,,0,0,11024369,Tesla,Model 3,car,2020
4987,GASOLINE,5.0,5,5,2450744,Dodge,Grand Caravan,minivan,2018
4988,ELECTRIC,4.9,12,10,11465849,Tesla,Model 3,car,2017
4989,GASOLINE,5.0,7,7,14846356,Nissan,Versa,car,2015
4990,GASOLINE,5.0,10,10,2450744,Kia,Sorento,suv,2018
4991,GASOLINE,5.0,1,1,2450744,Dodge,Dart,car,2015
4992,GASOLINE,5.0,36,24,8416877,Subaru,Outback,suv,2014
4993,GASOLINE,5.0,8,6,4425885,GMC,Sierra 1500,truck,2017
4994,GASOLINE,,0,0,2789802,BMW,3 Series,car,2016
4995,GASOLINE,5.0,26,24,4425885,Jeep,Wrangler Unlimited,suv,2019
4996,DIESEL,4.96,29,26,9613626,Volkswagen,Jetta,car,2011
4997,GASOLINE,4.95,43,38,4325673,Jaguar,XE,car,2017
4998,GASOLINE,4.94,61,53,9875430,Chevrolet,Corvette Stingray,car,2014
4999,DIESEL,5.0,2,1,15148559,Ford,F-150,truck,2018
5000,GASOLINE,5.0,2,2,4425885,Audi,A4,car,2015
5001,GASOLINE,4.97,41,36,8863555,GMC,Yukon XL,suv,2015
5002,GASOLINE,5.0,16,14,8810918,Nissan,Armada,suv,2019
5003,DIESEL,5.0,14,11,13267500,Mercedes-Benz,Sprinter,van,2018
5004,GASOLINE,5.0,11,8,750786,Acura,TLX,car,2018
5005,ELECTRIC,,0,0,3016050,Tesla,Model 3,car,2020
5006,GASOLINE,4.91,99,65,3184754,Jeep,Wrangler,suv,2014
5007,GASOLINE,5.0,16,14,11024369,Ford,Explorer,suv,2017
5008,GASOLINE,,1,0,7600386,Dodge,Durango,suv,2014
5009,GASOLINE,5.0,3,2,5085897,Toyota,Sienna,minivan,2012
5010,GASOLINE,4.97,43,38,7714710,Volkswagen,Rabbit,car,2009
5011,GASOLINE,5.0,7,6,1422171,Ford,Transit Van,van,2015
5012,GASOLINE,4.89,9,9,11271961,Nissan,Armada,suv,2012
5013,GASOLINE,5.0,25,24,8739739,FIAT,500L,car,2014
5014,GASOLINE,4.91,57,34,3184754,Jeep,Wrangler,suv,2016
5015,GASOLINE,5.0,3,1,2433991,Audi,Q7,suv,2015
5016,GASOLINE,4.93,17,15,4395586,Ford,Escape,suv,2013
5017,ELECTRIC,5.0,14,13,14678809,Tesla,Model 3,car,2018
5018,GASOLINE,5.0,2,1,9957045,Subaru,Legacy,car,2017
5019,GASOLINE,5.0,44,31,8826367,Infiniti,Q50,car,2014
5020,ELECTRIC,4.91,16,11,1098231,Tesla,Model X,suv,2016
5021,GASOLINE,5.0,5,4,11290059,Audi,A5 Sportback,car,2019
5022,ELECTRIC,5.0,1,1,15346688,Tesla,Model 3,car,2020
5023,DIESEL,5.0,11,10,11024369,Mercedes-benz,Sprinter,van,2019
5024,GASOLINE,5.0,8,8,8018380,GMC,Sierra 1500,truck,2019
5025,GASOLINE,,1,0,8018380,GMC,Yukon XL,suv,2019
5026,GASOLINE,5.0,13,9,7600386,Toyota,Tacoma,truck,2011
5027,GASOLINE,4.68,36,22,3184754,Ford,F-150,truck,2016
5028,GASOLINE,4.98,164,153,1723833,Audi,A4,car,2012
5029,GASOLINE,4.96,25,23,8018380,Kia,Stinger,car,2019
5030,GASOLINE,5.0,12,10,8018380,GMC,Yukon XL,suv,2019
5031,GASOLINE,4.92,16,13,8018380,GMC,Sierra 1500,truck,2019
5032,GASOLINE,5.0,11,9,2574865,Hyundai,Santa Fe,suv,2019
5033,GASOLINE,4.91,47,44,6908829,Jeep,Grand Cherokee,suv,2014
5034,GASOLINE,5.0,23,21,10255612,Ford,Transit Van,van,2015
5035,GASOLINE,4.75,9,8,8018380,GMC,Yukon XL,suv,2019
5036,GASOLINE,4.94,18,17,4851147,Jeep,Wrangler,suv,2017
5037,GASOLINE,,1,0,12033139,Jeep,Cherokee,suv,2015
5038,GASOLINE,4.97,35,31,7753218,Jeep,Cherokee,suv,2019
5039,GASOLINE,5.0,4,4,14323088,Lincoln,Navigator,suv,2018
5040,GASOLINE,4.88,10,8,10833058,Jeep,Wrangler,suv,2016
5041,GASOLINE,4.94,57,51,10816234,Mercedes-Benz,GLK-Class,suv,2010
5042,GASOLINE,4.81,59,37,3184754,Chevrolet,Suburban,suv,2014
5043,GASOLINE,5.0,6,4,7098813,Lincoln,Navigator L,suv,2019
5044,GASOLINE,4.91,12,11,7553550,Lincoln,Navigator,suv,2014
5045,GASOLINE,,0,0,8810918,Nissan,Altima,car,2019
5046,GASOLINE,5.0,11,10,13718476,Toyota,4Runner,suv,2017
5047,GASOLINE,4.69,14,13,8810918,Nissan,Rogue Sport,suv,2019
5048,GASOLINE,5.0,21,18,1853920,Land Rover,LR4,suv,2013
5049,GASOLINE,4.75,9,8,8810918,Nissan,Murano,suv,2019
5050,GASOLINE,5.0,20,19,8799678,Toyota,4Runner,suv,2014
5051,GASOLINE,5.0,5,5,8810918,Nissan,Altima,car,2019
5052,GASOLINE,5.0,3,3,8810918,Nissan,Altima,car,2019
5053,GASOLINE,5.0,6,5,1985680,Toyota,Tacoma,truck,2008
5054,GASOLINE,5.0,3,2,14912430,Ford,Edge,suv,2017
5055,GASOLINE,5.0,8,6,6208109,Audi,Q5,suv,2012
5056,GASOLINE,5.0,7,6,15168470,MINI,Cooper,car,2008
5057,GASOLINE,5.0,8,6,14735028,Jeep,Wrangler,suv,2014
5058,GASOLINE,5.0,10,10,6257911,Hyundai,Santa Fe Sport,suv,2018
5059,GASOLINE,5.0,14,9,7553550,Ford,Explorer,suv,2018
5060,GASOLINE,4.6,8,5,8018380,Buick,Enclave,suv,2019
5061,GASOLINE,5.0,12,12,8018380,Buick,Enclave,suv,2019
5062,GASOLINE,,0,0,15797294,Subaru,Outback,suv,2016
5063,GASOLINE,4.98,76,61,1395785,BMW,3 Series,car,2018
5064,GASOLINE,5.0,2,2,8810918,Nissan,Rogue,suv,2020
5065,GASOLINE,,0,0,9232195,Nissan,GT-R,car,2012
5066,GASOLINE,5.0,15,13,8018380,GMC,Acadia,suv,2019
5067,GASOLINE,5.0,5,4,8810918,Nissan,Sentra,car,2019
5068,GASOLINE,5.0,7,7,1094703,Toyota,Sienna,minivan,2015
5069,GASOLINE,4.95,24,22,3624460,Land Rover,Range Rover Sport,suv,2012
5070,GASOLINE,5.0,1,1,8810918,Nissan,Rogue,suv,2019
5071,GASOLINE,,0,0,15567611,Toyota,RAV4,suv,2019
5072,GASOLINE,5.0,13,11,8018380,Kia,Sedona,minivan,2019
5073,GASOLINE,4.94,24,16,8018380,Kia,Telluride,suv,2020
5074,GASOLINE,5.0,22,20,8018380,GMC,Acadia,suv,2019
5075,GASOLINE,4.92,16,13,11852061,Toyota,Tacoma,truck,2014
5076,GASOLINE,5.0,41,27,2815756,Chevrolet,Suburban,suv,2012
5077,GASOLINE,5.0,1,1,2003155,Toyota,Tundra,truck,2014
5078,HYBRID,5.0,45,40,4296228,Toyota,Prius,car,2012
5079,GASOLINE,4.0,4,3,2789802,Volkswagen,Jetta,car,2019
5080,GASOLINE,5.0,6,6,10968359,Jaguar,F-PACE,suv,2017
5081,GASOLINE,5.0,21,18,8018380,Kia,Sedona,minivan,2019
5082,GASOLINE,5.0,25,24,3187531,Toyota,RAV4,suv,2019
5083,GASOLINE,4.96,57,45,10946249,Jeep,Wrangler,suv,2012
